city,year,weekofyear,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,precipitation_amt_mm_lag1,precipitation_amt_mm_lag2,reanalysis_air_temp_k_lag1,reanalysis_air_temp_k_lag2,reanalysis_avg_temp_k_lag1,reanalysis_avg_temp_k_lag2,reanalysis_specific_humidity_g_per_kg_lag1,reanalysis_specific_humidity_g_per_kg_lag2,reanalysis_relative_humidity_percent_lag1,reanalysis_relative_humidity_percent_lag2,ndvi_mean,ndvi_var,ndvi_mean_lag1,ndvi_mean_lag2,total_cases
0,2006,26,17.21,296.8514286,297.6142857,293.5171429,307.2,289.2,9.16,83.46714286,17.21,15.02,10.74285714,27.2,10.3,33.4,19.8,21.9,71.69,84.99,296.7242857,297.4271429,297.9785714,298.1357143,15.80142857,16.25857143,88.47142857,87.21428571,0.2891119,0.003404894,0.259404175,0.165810725,0
0,2006,27,20.72,296.4485714,297.9142857,294.5928571,304.8,292.6,13.62,90.43285714,20.72,16.00571429,7.971428571,26.7,9.4,33,21.7,110.6,17.21,71.69,296.8514286,296.7242857,297.6142857,297.9785714,15.02,15.80142857,83.46714286,88.47142857,0.26326785,0.002682964,0.2891119,0.259404175,1
0,2006,28,1.17,297.6214286,298.8571429,292.8328571,306.7,292.1,1.8,77.27142857,1.17,14.41714286,11.42857143,26.25,10.4,33.1,20.6,0.5,20.72,17.21,296.4485714,296.8514286,297.9142857,297.6142857,16.00571429,15.02,90.43285714,83.46714286,0.3063506,0.000853215,0.26326785,0.2891119,2
0,2006,29,54.72,297.3971429,299.0857143,294.2585714,307.3,291.8,40,85.14,54.72,15.78857143,11,27.4,12.125,34.1,19.9,47,1.17,20.72,297.6214286,296.4485714,298.8571429,297.9142857,14.41714286,16.00571429,77.27142857,90.43285714,0.34634285,0.000378247,0.3063506,0.26326785,3
0,2006,30,28.66,297.5042857,298.7428571,293.26,307.7,289.7,15.4,79.74285714,28.66,14.88,11.71428571,26.6,11.04,32.6,18.5,11.4,54.72,1.17,297.3971429,297.6214286,299.0857143,298.8571429,15.78857143,14.41714286,85.14,77.27142857,0.333392875,0.001567181,0.34634285,0.3063506,2
0,2006,31,44.96,297.51,299.3428571,295.2,308.4,292.7,38.07,88.70714286,44.96,16.70714286,11.22857143,27.225,11.625,34.2,19.7,4,28.66,54.72,297.5042857,297.3971429,298.7428571,299.0857143,14.88,15.78857143,79.74285714,85.14,0.191532125,0.000373508,0.333392875,0.34634285,2
0,2006,32,11.79,297.5,299.5142857,293.08,308.9,291,12.39,79.24285714,11.79,14.63142857,12.22857143,27.6,12.2,33.9,19.4,26.6,44.96,28.66,297.51,297.5042857,299.3428571,298.7428571,16.70714286,14.88,88.70714286,79.74285714,0.38041785,0.001969424,0.191532125,0.333392875,2
0,2006,33,47.74,298.6485714,300.6357143,295.5457143,307.9,294.6,22.19,84.62,47.74,17.06571429,10.27142857,27.66666667,10.43333333,33.3,20.9,75.5,11.79,44.96,297.5,297.51,299.5142857,299.3428571,14.63142857,16.70714286,79.24285714,88.70714286,0.287208025,0.001510755,0.38041785,0.191532125,2
0,2006,34,68.6,298.7357143,299.7357143,295.1442857,308.7,292.5,23.6,83.04714286,68.6,16.69142857,11.27142857,27.3,10.3,34.9,20.9,71.1,47.74,11.79,298.6485714,297.5,300.6357143,299.5142857,17.06571429,14.63142857,84.62,79.24285714,0.24155715,0.000698358,0.287208025,0.38041785,2
0,2006,35,68,298.28,299.9,295.2728571,310,293.1,22.24,85.37285714,68,16.77714286,11.17142857,26.5,10.03333333,33.2,20.3,176,68.6,47.74,298.7357143,298.6485714,299.7357143,300.6357143,16.69142857,17.06571429,83.04714286,84.62,0.334852975,0.002324826,0.24155715,0.287208025,4
0,2006,36,90.33,299.2657143,300.35,293.9028571,310.3,290.2,9.4,75.53,90.33,15.45714286,13.72857143,27.42,12,34.1,20.6,15.3,68,68.6,298.28,298.7357143,299.9,299.7357143,16.77714286,16.69142857,85.37285714,83.04714286,0.259721425,0.000791163,0.334852975,0.24155715,0
0,2006,37,111.87,297.8028571,299.1642857,293.0371429,308.7,291.9,16.4,77.25428571,111.87,14.64285714,11.32857143,28.35,11.85,35,17.8,0.5,90.33,68,299.2657143,298.28,300.35,299.9,15.45714286,16.77714286,75.53,85.37285714,0.2528725,0.000436615,0.259721425,0.334852975,6
0,2006,38,82.2,299.34,300.8571429,294.35,311.2,291.5,35.7,77.51428571,82.2,15.91,13.74285714,27.93333333,10.93333333,34.8,21.4,93.9,111.87,90.33,297.8028571,299.2657143,299.1642857,300.35,14.64285714,15.45714286,77.25428571,75.53,0.342241675,0.001861209,0.2528725,0.259721425,3
0,2006,39,134.64,299.3814286,300.6857143,295.7385714,308.6,294.3,44.62,82.84571429,134.64,17.25428571,11.28571429,28.56666667,12.4,35.2,22,63,82.2,111.87,299.34,297.8028571,300.8571429,299.1642857,15.91,14.64285714,77.51428571,77.25428571,0.41847145,0.014051087,0.342241675,0.2528725,2
0,2006,40,60.48,299.4657143,300.4357143,295.16,310.3,292,24.8,80.49,60.48,16.73857143,12.78571429,28.7,14.5,35.9,21.1,68.9,134.64,82.2,299.3814286,299.34,300.6857143,300.8571429,17.25428571,15.91,82.84571429,77.51428571,0.316903575,0.002454429,0.41847145,0.342241675,6
0,2006,41,41.69,299.3457143,301.0285714,296.7514286,309.5,293.8,29.5,86.85285714,41.69,18.44714286,12.05714286,28.06,10.1,33.7,22.1,162.6,60.48,134.64,299.4657143,299.3814286,300.4357143,300.6857143,16.73857143,17.25428571,80.49,82.84571429,0.179234175,0.000869126,0.316903575,0.41847145,2
0,2006,42,103.77,299.6485714,301.0142857,297.7642857,308.1,295.7,55.5,90.37857143,103.77,19.59571429,8.571428571,28.6,10.1,35.4,22.8,8.1,41.69,60.48,299.3457143,299.4657143,301.0285714,300.4357143,18.44714286,16.73857143,86.85285714,80.49,0.2855607,0.00312867,0.179234175,0.316903575,7
0,2006,43,55.94,298.7942857,300.4142857,296.6614286,308.3,294,54.8,89.7,55.94,18.31142857,9.342857143,27.56,10.42,33.8,19.8,143.3,103.77,41.69,299.6485714,299.3457143,301.0142857,301.0285714,19.59571429,18.44714286,90.37857143,86.85285714,0.41823575,0.003113915,0.2855607,0.179234175,4
0,2006,44,67.5,300.4671429,301.8785714,296.8828571,309.8,295.1,42.73,82.93428571,67.5,18.63,11.61428571,28.83333333,11.26666667,35.7,22,14,55.94,103.77,298.7942857,299.6485714,300.4142857,301.0142857,18.31142857,19.59571429,89.7,90.37857143,0.326710725,0.001450644,0.41823575,0.2855607,6
0,2006,45,80.25,299.4328571,300.9142857,297.8528571,307.8,295.3,68,92.08857143,80.25,19.73142857,8.2,28.25,9.55,33.9,22.4,108.7,67.5,55.94,300.4671429,298.7942857,301.8785714,300.4142857,18.63,18.31142857,82.93428571,89.7,0.280146425,0.000618286,0.326710725,0.41823575,6
0,2006,46,86.65,297.2957143,298.4357143,296.2014286,304.5,293.5,87.2,94.44,86.65,17.79142857,7.357142857,27.6,10.16666667,33.2,21.8,85.6,80.25,67.5,299.4328571,300.4671429,300.9142857,301.8785714,19.73142857,18.63,92.08857143,82.93428571,0.2565393,0.003079907,0.280146425,0.326710725,2
0,2006,47,43.59,298.0985714,299.5571429,296.9614286,307.3,294.7,61.43,94.30285714,43.59,18.63857143,7.371428571,27,9,32.3,22.5,205.3,86.65,80.25,297.2957143,299.4328571,298.4357143,300.9142857,17.79142857,19.73142857,94.44,92.08857143,0.319482125,0.00129891,0.2565393,0.280146425,13
0,2006,48,75.33,299.1971429,300.9357143,296.9885714,309.1,294,61.28,89.55,75.33,18.74428571,10.75714286,27.9,9.033333333,34.9,22.9,115.1,43.59,86.65,298.0985714,297.2957143,299.5571429,298.4357143,18.63857143,17.79142857,94.30285714,94.44,0.16259285,0.000405316,0.319482125,0.2565393,10
0,2006,49,99.89,298.2028571,299.2,297.6085714,304.6,294.6,95.02,96.79571429,99.89,19.42571429,6.914285714,28.4,8.8,33.7,23.2,10.9,75.33,43.59,299.1971429,298.0985714,300.9357143,299.5571429,18.74428571,18.63857143,89.55,94.30285714,0.37919225,0.00482598,0.16259285,0.319482125,5
0,2006,50,157.75,298.1585714,299.0714286,297.3514286,304.4,294.2,63,95.87571429,157.75,19.11142857,6.4,27.41428571,7.3,33.8,22.2,23.85,99.89,75.33,298.2028571,299.1971429,299.2,300.9357143,19.42571429,18.74428571,96.79571429,89.55,0.3611369,0.002271571,0.37919225,0.16259285,2
0,2006,51,111.48,297.68,298.9857143,296.7257143,306.7,294.3,80.2,95.07857143,111.48,18.35857143,6.542857143,27.41428571,7.3,32.9,23.5,23.85,157.75,99.89,298.1585714,298.2028571,299.0714286,299.2,19.11142857,19.42571429,95.87571429,96.79571429,0.331039175,0.002603614,0.3611369,0.37919225,0
0,2006,52,114.58,298.1814286,299.5785714,296.9357143,306.5,294.9,210.5,93.82142857,114.58,18.58428571,7.385714286,27.45,9.7,32.7,22.4,273.5,111.48,157.75,297.68,298.1585714,298.9857143,299.0714286,18.35857143,19.11142857,95.07857143,95.87571429,0.28835,0.003753352,0.331039175,0.3611369,1
0,2007,1,79.94,297.2885714,298.2071429,296.5171429,306.3,293.2,88.9,95.92714286,79.94,18.14428571,7.414285714,26.6,7.95,31.9,21.5,133.4,114.58,111.48,298.1814286,297.68,299.5785714,298.9857143,18.58428571,18.35857143,93.82142857,95.07857143,0.1755113,0.001449691,0.28835,0.331039175,0
0,2007,2,37.06,297.1042857,298.5785714,296.3885714,304.6,294.6,144.59,96.23857143,37.06,17.96285714,6.728571429,26.825,7.725,31.7,22.9,61.5,79.94,114.58,297.2885714,298.1814286,298.2071429,299.5785714,18.14428571,18.58428571,95.92714286,93.82142857,0.188119025,0.001984775,0.1755113,0.28835,14
0,2007,3,126.89,297.3871429,298.4357143,296.3885714,305.5,293.3,52.2,94.64714286,126.89,17.97571429,7.042857143,27.775,9.55,33.4,22.2,178,37.06,79.94,297.1042857,297.2885714,298.5785714,298.2071429,17.96285714,18.14428571,96.23857143,95.92714286,0.256853575,0.001287551,0.188119025,0.1755113,6
0,2007,4,95.47,297.6142857,298.45,297.0257143,303.7,294.9,180.99,96.99714286,95.47,18.68857143,5.528571429,27.7,9.12,33.6,22,149.9,126.89,37.06,297.3871429,297.1042857,298.4357143,298.5785714,17.97571429,17.96285714,94.64714286,96.23857143,0.225474975,0.005452638,0.256853575,0.188119025,10
0,2007,5,83.7,298.1442857,299.6142857,296.7742857,307.8,294.3,65.1,93.13571429,83.7,18.41428571,9,27.725,10.3,35,22.3,60.3,95.47,126.89,297.6142857,297.3871429,298.45,298.4357143,18.68857143,17.97571429,96.99714286,94.64714286,0.178575,0.000291335,0.225474975,0.256853575,5
0,2007,6,61.8,298.33,299.6857143,295.77,309.7,293.4,11.7,87.53,61.8,17.32285714,10.71428571,28.6,10.9,35.4,22.4,9.9,83.7,95.47,298.1442857,297.6142857,299.6142857,298.45,18.41428571,18.68857143,93.13571429,96.99714286,0.3726143,0.003585844,0.178575,0.225474975,12
0,2007,7,14.19,299.1714286,300.2857143,294.15,308.7,291.4,2.1,75.80428571,14.19,15.68571429,11.22857143,28.85,13.03333333,36.7,21.4,61.3,61.8,83.7,298.33,298.1442857,299.6857143,299.6142857,17.32285714,18.41428571,87.53,93.13571429,0.289525,0.000670269,0.3726143,0.178575,9
0,2007,8,25.7,300.5657143,302.1785714,294.1657143,310.2,294.4,11.55,72.44571429,25.7,15.91857143,13.18571429,28.74,13.36,36.2,21.2,0,14.19,61.8,299.1714286,298.33,300.2857143,299.6857143,15.68571429,17.32285714,75.80428571,87.53,0.197890475,0.003914,0.289525,0.3726143,5
0,2007,9,55.56,299.0585714,300.6357143,294.29,309.2,291.5,35.33,78.58571429,55.56,16.02,11.55714286,28.56,13.34,35.8,20.4,28,25.7,14.19,300.5657143,299.1714286,302.1785714,300.2857143,15.91857143,15.68571429,72.44571429,75.80428571,0.1783875,0.000215302,0.197890475,0.289525,11
0,2007,10,117.07,297.45,298.7142857,296.3171429,305.8,293.4,227.25,94.34857143,117.07,17.91142857,7.371428571,27.3,9.9,33,21.9,205.3,55.56,25.7,299.0585714,300.5657143,300.6357143,302.1785714,16.02,15.91857143,78.58571429,72.44571429,0.211510725,0.000263896,0.1783875,0.197890475,2
0,2007,11,55.47,296.9514286,298.1,296.3014286,303.8,293.8,51.3,96.52285714,55.47,17.88142857,6.114285714,28,10.1,33.1,21.7,138,117.07,55.56,297.45,299.0585714,298.7142857,300.6357143,17.91142857,16.02,94.34857143,78.58571429,0.2845268,0.000389534,0.211510725,0.1783875,6
0,2007,12,150.33,297.6842857,298.7285714,295.89,305.4,292.6,59.2,90.85857143,150.33,17.47,8.171428571,27,10.65,33.9,21.7,252.7,55.47,117.07,296.9514286,297.45,298.1,298.7142857,17.88142857,17.91142857,96.52285714,94.34857143,0.23064215,0.000524876,0.2845268,0.211510725,7
0,2007,13,93.14,297.8357143,299.15,296.56,307.2,292.8,58.4,93.58571429,93.14,18.21428571,8.242857143,28.25,9.6,34.6,21.5,66.1,150.33,55.47,297.6842857,296.9514286,298.7285714,298.1,17.47,17.88142857,90.85857143,96.52285714,0.23970715,0.000319029,0.23064215,0.2845268,6
0,2007,14,97.04,297.7171429,298.8071429,296.9214286,305.5,294.3,238.2,95.82,97.04,18.59428571,6.614285714,27.26666667,8.833333333,34,22.6,94.3,93.14,150.33,297.8357143,297.6842857,299.15,298.7285714,18.21428571,17.47,93.58571429,90.85857143,0.244514275,0.001555991,0.23970715,0.23064215,5
0,2007,15,98.94,297.5557143,298.5928571,296.6885714,304.1,292.4,147.57,95.52714286,98.94,18.32857143,6.728571429,27.85,8.85,34.4,21.3,60.4,97.04,93.14,297.7171429,297.8357143,298.8071429,299.15,18.59428571,18.21428571,95.82,93.58571429,0.17224345,0.001463752,0.244514275,0.23970715,9
0,2007,16,93.62,297.0314286,298.0928571,296.0142857,304.8,292,46.45,94.72142857,93.62,17.55142857,7.528571429,27.4,9.5,33.5,22.1,97.1,98.94,97.04,297.5557143,297.7171429,298.5928571,298.8071429,18.32857143,18.59428571,95.52714286,95.82,0.19825355,0.003265277,0.17224345,0.244514275,5
0,2007,17,157.86,297.3428571,298.2785714,296.5028571,304.9,292.9,62.3,95.52571429,157.86,18.10428571,7.3,27.03333333,7.766666667,34.1,22,261.7,93.62,98.94,297.0314286,297.5557143,298.0928571,298.5928571,17.55142857,18.32857143,94.72142857,95.52714286,0.239657125,0.003066526,0.19825355,0.17224345,8
0,2007,18,103.39,297.2257143,298.0714286,295.9428571,304.7,293.6,47.24,93.47,103.39,17.51714286,7.371428571,27.85,9.75,33,21,118.2,157.86,93.62,297.3428571,297.0314286,298.2785714,298.0928571,18.10428571,17.55142857,95.52571429,94.72142857,0.204403575,0.00398093,0.239657125,0.19825355,3
0,2007,19,89.15,296.9057143,298.2214286,295.9942857,306.6,291.7,56.1,95.03714286,89.15,17.61142857,9.357142857,28.1,9.2,33.5,21.5,38.1,103.39,157.86,297.2257143,297.3428571,298.0714286,298.2785714,17.51714286,18.10428571,93.47,95.52571429,0.1839714,0.001155065,0.204403575,0.239657125,4
0,2007,20,45.23,295.5957143,296.5,294.0128571,304.4,290.7,86.9,91.83285714,45.23,15.64857143,8.314285714,28.1,8.7,32.5,19,191.4,89.15,103.39,296.9057143,297.2257143,298.2214286,298.0714286,17.61142857,17.51714286,95.03714286,93.47,0.183164275,0.000954077,0.1839714,0.204403575,11
0,2007,21,64.11,297.2328571,298.7071429,296.1685714,307.3,292.5,65.6,94.85285714,64.11,17.71857143,8.957142857,28.25,10.55,33.8,21.7,86.6,45.23,89.15,295.5957143,296.9057143,296.5,298.2214286,15.64857143,17.61142857,91.83285714,95.03714286,0.32525715,0.002283254,0.183164275,0.1839714,5
0,2007,22,76.68,296.1785714,297.1857143,294.0385714,306.8,286.9,29.1,89.28,76.68,15.74,10.2,24.7,10.63333333,32.8,17.5,61.8,64.11,45.23,297.2328571,295.5957143,298.7071429,296.5,17.71857143,15.64857143,94.85285714,91.83285714,0.087021418,0.000368745,0.32525715,0.183164275,8
0,2007,23,39.11,296.8614286,298.2428571,295.23,305.2,292.1,33.48,91.72,39.11,16.72714286,9,26.5,9.7,31.3,20.4,0.5,76.68,64.11,296.1785714,297.2328571,297.1857143,298.7071429,15.74,17.71857143,89.28,94.85285714,0.2285476,0.000474502,0.087021418,0.32525715,4
0,2007,24,54.78,296.65,298.1714286,294.9285714,304.8,290.3,30.9,91.45857143,54.78,16.38857143,9.914285714,26.6,9.65,32.6,20.7,12.9,39.11,76.68,296.8614286,296.1785714,298.2428571,297.1857143,16.72714286,15.74,91.72,89.28,0.317289275,0.000812268,0.2285476,0.087021418,3
0,2007,25,78.83,296.1185714,297.3857143,294.9714286,304.4,292.8,70.3,94.06571429,78.83,16.42285714,6.885714286,25.96666667,7.6,32,21.2,126,54.78,39.11,296.65,296.8614286,298.1714286,298.2428571,16.38857143,16.72714286,91.45857143,91.72,0.156589275,0.000579729,0.317289275,0.2285476,1
0,2007,26,11.41,296.5714286,298.0142857,295.1785714,305,292.7,22.8,92.67142857,11.41,16.63142857,8.771428571,26.56666667,8.633333333,31.7,20.7,10.2,78.83,54.78,296.1185714,296.65,297.3857143,298.1714286,16.42285714,16.38857143,94.06571429,91.45857143,0.1648464,0.00096168,0.156589275,0.317289275,2
0,2007,27,1.59,296.8285714,298.1142857,292.1771429,305.8,290.2,1.4,78.07428571,1.59,13.80428571,12.22857143,25.9,10.56666667,32,19.6,23.85,11.41,78.83,296.5714286,296.1185714,298.0142857,297.3857143,16.63142857,16.42285714,92.67142857,94.06571429,0.213517875,0.001515901,0.1648464,0.156589275,3
0,2007,28,18.78,297.3857143,299.0071429,293.9314286,306.9,290.7,13.04,83.38714286,18.78,15.41571429,10.87142857,26.75,10.375,32.7,19.9,54.1,1.59,11.41,296.8285714,296.5714286,298.1142857,298.0142857,13.80428571,16.63142857,78.07428571,92.67142857,0.300241675,0.001961019,0.213517875,0.1648464,4
0,2007,29,26.29,296.0585714,296.75,294.9414286,303.6,291.1,39.52,94.24714286,26.29,16.39142857,7.728571429,26.53333333,7.833333333,31.3,20.9,22.9,18.78,1.59,297.3857143,296.8285714,299.0071429,298.1142857,15.41571429,13.80428571,83.38714286,78.07428571,0.344085725,0.000730249,0.300241675,0.213517875,1
0,2007,30,27.91,297.64,299.0785714,294.3457143,308.2,290.1,11.64,84.15571429,27.91,15.84571429,12.35714286,27.35,10.1,33.2,20.7,11.9,26.29,18.78,296.0585714,297.3857143,296.75,299.0071429,16.39142857,15.41571429,94.24714286,83.38714286,0.36982855,0.003116533,0.344085725,0.300241675,8
0,2007,31,70.88,296.7242857,297.9357143,293,305.6,290,25.5,82.57142857,70.88,14.71857143,11.5,24.25,9.75,34,16.4,55.9,27.91,26.29,297.64,296.0585714,299.0785714,296.75,15.84571429,16.39142857,84.15571429,94.24714286,0.411,0.003294957,0.36982855,0.344085725,5
0,2007,32,35.77,297.82,299.3428571,292.7085714,308.2,289.7,6.08,76.61857143,35.77,14.33714286,12.77142857,26.475,12,32.7,17.2,30.3,70.88,27.91,296.7242857,297.64,297.9357143,299.0785714,14.71857143,15.84571429,82.57142857,84.15571429,0.26840715,0.000570539,0.411,0.36982855,3
0,2007,33,36.78,298.0914286,298.9428571,294.0728571,308,291.8,9.21,80.93571429,36.78,15.56571429,9.714285714,26.9,11,33.1,21.3,76.5,35.77,70.88,297.82,296.7242857,299.3428571,297.9357143,14.33714286,14.71857143,76.61857143,82.57142857,0.2447357,0.001184075,0.26840715,0.411,2
0,2007,34,9.06,298.7857143,300.6714286,294.1957143,308.1,294.3,12.4,79.33428571,9.06,15.75714286,11.57142857,27.125,10.825,33.3,19.9,22.1,36.78,35.77,298.0914286,297.82,298.9428571,299.3428571,15.56571429,14.33714286,80.93571429,76.61857143,0.348546425,0.000312985,0.2447357,0.26840715,7
0,2007,35,30.26,300.6671429,301.5928571,293.1242857,312.4,293.4,12.8,67.75714286,30.26,14.79428571,13.38571429,27.05,12.175,34.7,19.9,0,9.06,36.78,298.7857143,298.0914286,300.6714286,298.9428571,15.75714286,15.56571429,79.33428571,80.93571429,0.28346785,0.003966411,0.348546425,0.2447357,1
0,2007,36,76.28,297.0985714,298.3571429,295.6828571,304.4,293.5,56.85,92.65714286,76.28,17.18285714,7.885714286,26.3,7.9,34,20.9,37.1,30.26,9.06,300.6671429,298.7857143,301.5928571,300.6714286,14.79428571,15.75714286,67.75714286,79.33428571,0.304501775,0.000730736,0.28346785,0.348546425,6
0,2007,37,49.85,298.56,300.1214286,295.1628571,308.6,293,26.2,84.41285714,49.85,16.65,12.15714286,26.9,10.625,32.9,21.4,150.9,76.28,30.26,297.0985714,300.6671429,298.3571429,301.5928571,17.18285714,14.79428571,92.65714286,67.75714286,0.2957863,0.00095721,0.304501775,0.28346785,7
0,2007,38,58.22,298.5085714,300.7142857,295.8342857,309.2,293.3,34.27,86.70714286,58.22,17.36714286,12.4,27.2,10.83333333,33,21.6,16.3,49.85,76.28,298.56,297.0985714,300.1214286,298.3571429,16.65,17.18285714,84.41285714,92.65714286,0.355,0.001972265,0.2957863,0.304501775,5
0,2007,39,59.79,299.6985714,301.4285714,295.3,310.6,292.7,10.3,78.56428571,59.79,16.80428571,13.8,27.83333333,11.7,34.1,21.1,34,58.22,49.85,298.5085714,298.56,300.7142857,300.1214286,17.36714286,16.65,86.70714286,84.41285714,0.25273215,0.001610221,0.355,0.2957863,2
0,2007,40,37.28,298.2814286,299.8214286,296.2871429,310.8,294.7,73.33,89.84428571,37.28,17.84,9.1,28.4,12.65,35.5,21.6,107.9,59.79,58.22,299.6985714,298.5085714,301.4285714,300.7142857,16.80428571,17.36714286,78.56428571,86.70714286,0.295739875,0.000891577,0.25273215,0.355,6
0,2007,41,39.09,299.5757143,301.3857143,295.4471429,309.6,294.8,38.28,80.45,39.09,17.01,11.6,28.4,10.6,34.2,21.8,145.1,37.28,59.79,298.2814286,299.6985714,299.8214286,301.4285714,17.84,16.80428571,89.84428571,78.56428571,0.384753575,0.002918802,0.295739875,0.25273215,11
0,2007,42,74.52,299.4442857,300.8285714,296.5871429,310.2,295,86.4,86.70571429,74.52,18.26571429,9.828571429,29,12.3,35.2,21.9,4.1,39.09,37.28,299.5757143,298.2814286,301.3857143,299.8214286,17.01,17.84,80.45,89.84428571,0.202503575,0.001514929,0.384753575,0.295739875,6
0,2007,43,106.73,296.9714286,298.1928571,295.96,305.1,291.9,67.93,94.78142857,106.73,17.54285714,7.757142857,26.9,9.366666667,32.1,20.9,79.3,74.52,39.09,299.4442857,299.5757143,300.8285714,301.3857143,18.26571429,17.01,86.70571429,80.45,0.388825,0.002158701,0.202503575,0.384753575,3
0,2007,44,51.28,297.83,299.6642857,296.9785714,306.3,293.7,67.47,95.59285714,51.28,18.67285714,9.357142857,27,9.366666667,34,21.6,0,106.73,74.52,296.9714286,299.4442857,298.1928571,300.8285714,17.54285714,18.26571429,94.78142857,86.70571429,0.272642875,0.000421474,0.388825,0.202503575,11
0,2007,45,69.88,299.4785714,300.5571429,296.2485714,308.5,294.3,50.6,84.85,69.88,17.97857143,9.485714286,28.7,11.43333333,34.8,22.5,22.1,51.28,106.73,297.83,296.9714286,299.6642857,298.1928571,18.67285714,17.54285714,95.59285714,94.78142857,0.3089357,0.001725666,0.272642875,0.388825,11
0,2007,46,109.5,298.1342857,299.7428571,296.83,308.6,294.6,103.3,93.55428571,109.5,18.54857143,8.685714286,27.675,10.85,33.5,21.6,111.3,69.88,51.28,299.4785714,297.83,300.5571429,299.6642857,17.97857143,18.67285714,84.85,95.59285714,0.1773125,0.001326789,0.3089357,0.272642875,5
0,2007,47,52.27,297.6814286,298.3714286,296.9385714,305.7,294.3,124.2,96.21428571,52.27,18.61285714,5.742857143,26.62,7.86,33.3,21.8,80,109.5,69.88,298.1342857,299.4785714,299.7428571,300.5571429,18.54857143,17.97857143,93.55428571,84.85,0.21283925,0.000491399,0.1773125,0.3089357,4
0,2007,48,129.33,297.88,299.3285714,297.2171429,305.2,294.4,65.57,96.52285714,129.33,18.92428571,6.942857143,27.125,8.35,32.3,22.4,293.1,52.27,109.5,297.6814286,298.1342857,298.3714286,299.7428571,18.61285714,18.54857143,96.21428571,93.55428571,0.163613575,0.000627355,0.21283925,0.1773125,9
0,2007,49,73.16,298.52,299.6071429,296.9042857,305.5,294.3,57.8,91.65428571,73.16,18.60714286,8.3,27.9,10,33,22.8,142,129.33,52.27,297.88,297.6814286,299.3285714,298.3714286,18.92428571,18.61285714,96.52285714,96.21428571,0.311878575,0.001581302,0.163613575,0.21283925,23
0,2007,50,83.39,299.0485714,300.2714286,296.2614286,307.8,294.3,42.68,86.75571429,83.39,17.91,9.914285714,28.85,10.25,34.2,22.6,23.1,73.16,129.33,298.52,297.88,299.6071429,299.3285714,18.60714286,18.92428571,91.65428571,96.52285714,0.270922625,0.001521215,0.311878575,0.163613575,28
0,2007,51,146.13,297.1414286,298.2428571,296.3971429,306.6,293.3,89.72,96.07428571,146.13,18.03428571,5.685714286,27.625,9,32.9,22.4,261.3,83.39,73.16,299.0485714,298.52,300.2714286,299.6071429,17.91,18.60714286,86.75571429,91.65428571,0.264428575,0.00034885,0.270922625,0.311878575,26
0,2007,52,53.57,297.64,298.7285714,296.3685714,304.9,294.3,62.14,93.46857143,53.57,17.98285714,7.428571429,27.7,8.75,32.1,21.7,28.1,146.13,83.39,297.1414286,299.0485714,298.2428571,300.2714286,18.03428571,17.91,96.07428571,86.75571429,0.198975,0.0006028,0.264428575,0.270922625,7
0,2008,1,19.95,299.2771429,300.5357143,294.6685714,308.2,294.1,21.4,78.67,19.95,16.26,10.72857143,28.275,11.575,36,21.5,23.85,53.57,146.13,297.64,297.1414286,298.7285714,298.2428571,17.98285714,18.03428571,93.46857143,96.07428571,0.177535725,0.000260035,0.198975,0.264428575,29
0,2008,2,71.84,296.0957143,296.5357143,295.2,302.1,293.3,62.61,95.28,71.84,16.68142857,5.1,25.8,6.3,31.4,22.6,104.4,19.95,53.57,299.2771429,297.64,300.5357143,298.7285714,16.26,17.98285714,78.67,93.46857143,0.386852975,0.007820178,0.177535725,0.198975,58
0,2008,3,95.97,298.0342857,299.4785714,297.09,305.5,292.4,63.92,94.96857143,95.97,18.86571429,8.585714286,27.43333333,9.466666667,33.8,21.8,125.3,71.84,19.95,296.0957143,299.2771429,296.5357143,300.5357143,16.68142857,16.26,95.28,78.67,0.203067875,0.000847185,0.386852975,0.177535725,26
0,2008,4,102.59,297.2071429,298.3428571,296.25,304.8,294.8,93.43,95.12571429,102.59,17.84,5.971428571,27.41428571,7.3,31.3,21.9,46.3,95.97,71.84,298.0342857,296.0957143,299.4785714,296.5357143,18.86571429,16.68142857,94.96857143,95.28,0.280121425,0.001880726,0.203067875,0.386852975,38
0,2008,5,110,298.3985714,299.9714286,297.0114286,307.6,294.2,66,93,110,18.68571429,9.085714286,27.56666667,8.9,32.2,22.8,121.2,102.59,95.97,297.2071429,298.0342857,298.3428571,299.4785714,17.84,18.86571429,95.12571429,94.96857143,0.3598232,0.001385804,0.280121425,0.203067875,35
0,2008,6,38.72,299.49,300.7642857,294.6285714,308.4,293.5,28,78.13142857,38.72,16.28428571,11.55714286,27.86666667,11.1,34.5,20.5,5.1,110,102.59,298.3985714,297.2071429,299.9714286,298.3428571,18.68571429,17.84,93,95.12571429,0.195141075,0.000538767,0.3598232,0.280121425,37
